"VENDOR_PARTY_ID","ALTERNATIVE_VENDOR_PARTY_ID","MANUFACTURER_PARTY_ID","ITEM_ID","CATEGORY_ID","LAST_UPDATED","ITEM_CATEGORY","DESCRIPTION","PRICE","VENDOR","VENDOR_CATALOG_#","MANUFACTURER","MANUFACTURER_CATALOG_#","ALTERNATIVE_VENDOR_PRICE","ALTERNATIVE_VENDOR","ALTERNATIVE_VENDOR_PART_#","INTERMOUNTAIN_ITEM_#_MMIS","PURCHASE_UNIT","CONVERSION","GL_CODE","UNSPC","NOTES"
"","","","","","9/4/2012","Apple Accessories","Case Airstrap Neoprene Griffin Technology for iPad 3 and iPad 2 ",13.21,"VLCM","GB03826","Griffin Technology","GB03826","","","","","EA",1,"4144","",""
"","","","","","7/11/2011","Apple Accessories","iPad charger USB 10W AC adapter - fits either original or iPad 2",27,"Apple","MC359LL/A","Apple","MC359LL/A",25.75,"VLCM","MC359LL/A","","EA",1,"4144","",""
"","","","","","6/21/2012","Projector and Accessories","Projector Powerlite 2600 Lumens Portable 1761W W/Case",720,"VLCM","V11H478120","Epson","V11H478120","","","","","EA",1,"4144","","Case Included"
"","","",2,"","8/28/2012","Projector and Accessories","Epson Powerlite 1835 3500 lumens, usb, vga, RJ45 NIC",887,"VLCM","V11H389020","Epson","V11H341020",1193.93,"Dell","A3197402","","EA",1,"4144","",""
"","","","","","9/1/2012","Projector and Accessories","Bulb Epson for 77c & 78",145,"VLCM","V13H010L41","Epson","V13H010L41",151,"Dell","A1254362","","EA",1,"4144","",""
"","","","","","9/1/2012","Projector and Accessories","Bulb Epson for 83c/83+/83V+, 3000 hrs, 4000 hrs in economode",143,"VLCM","V13H010L42","Epson","V13H010L42",149.38,"Dell","A1159256","","EA",1,"4144","",""
"","","","","","7/11/2011","Projector and Accessories","Bulb Epson for 1715c",255,"VLCM","V13H010L38","Epson","V13H010L38",276.85,"Dell","A0753223","","EA",1,"4144","",""
"","","","","","9/1/2012","Projector and Accessories","Bulb Epson for 1716, 3000 hrs, 4000 hrs econo mode",262,"VLCM","V13H010L48","Epson","V13H010L48",273.34,"Dell","A2439124","","EA",1,"4144","",""
"","","","","","7/11/2011","Projector and Accessories","Bulb Espon for 1750 & 1760W, up to 4000 hrs",155,"VLCM","V13H010L65","","","","","","","EA",1,"4144","",""
"","","","","","9/1/2012","Projector and Accessories","Bulb Epson for 1810p",368,"VLCM","V13H010L40","Epson","V13H010L40",385,"Dell","A1209105","","EA",1,"4144","",""
"","","","","","9/1/2012","Projector and Accessories","Bulb Epson for 1830, 2500 hrs, 3500 hrs econo mode",324,"VLCM","V13H010L53","Epson","V13H010L53",340,"Dell","A3262605","","EA",1,"4144","",""
"","","","","","7/11/2011","Projector and Accessories","Bulb Panasonic for PT-LB50 Series",265.75,"VLCM","ET-LAB50","Panasonic","ET-LAB50",266.59,"Dell","A1144718","","EA",1,"4144","",""
"","","","","","9/1/2012","Projector and Accessories","Bulb Panasonic for PT-LB60 Series",310,"VLCM","ET-LAB30","Panasonic","ET-LAB30",311.3,"Dell","A0512476","","EA",1,"4144","",""
"","","","","","9/1/2012","Projector and Accessories","Bulb Dell 2400MP 2000hrs ",297.49,"Dell","310-7578","Dell","310-7578","","","","","EA",1,"4144","",""
"","","","","","7/11/2011","Power Supplies and Batteries","ThinkPad 90W AC Adapter (fits both T400 and X200 a X200 ultrabase)",51.88,"SoftChoice","N32446","Lenovo","40Y7659",49.86,"VLCM","40Y7659","","EA",1,"4144","",""
"","","","","","7/11/2011","Power Supplies and Batteries","ThinkPad 90W Slim AC/DC Combo Adapter (airline and car DC charger capable) (fits both T400 and X200)",84.17,"SoftChoice","DW6172","Lenovo","41R4493",99.74,"VLCM","41R4493","","EA",1,"4144","",""
"","","","","","7/8/2011","Power Supplies and Batteries","Dell D600/610/620/630 65Watt AC adapter (Not for D800)",32.35,"Dell","310-2860","Dell","310-2860","","","","","EA",1,"4144","",""
"","","","","","7/8/2011","Power Supplies and Batteries","Dell D series 90W AC adapter (D800 and all D series)",42.89,"Dell","310-7698","Dell","310-7698","","","","","EA",1,"4144","",""
"","","","","","7/8/2011","Power Supplies and Batteries","Dell E series 90W AC Adapter  3 prong 3'''' ac cord (E6400,6410.6420)",22.33,"Dell","330-1825","","","","","","","EA",1,"4144","",""
"","","","","","8/15/2012","Power Supplies and Batteries","Battery Dell E series 3 Cell E6230",105.59,"Dell","312-1380 ","Dell","MPK22","","","","","EA",1,"4144","",""
"","","","","","7/8/2011","Power Supplies and Batteries","Battery Dell D series 6 cell primary (extra) D420-430 only",99,"Dell","312-0445","Dell","312-0095","","","","","EA",1,"4144","",""
"","","","","","7/8/2011","Power Supplies and Batteries","Battery Dell D series 6 cell primary (extra) D600/610 only",40,"Dell","312-0191","Dell","312-0191","","","","","EA",1,"4144","",""
"","","","","","7/8/2011","Power Supplies and Batteries","Battery Dell D series 6 cell Primary (extra) D620",40,"Dell","312-0383","Dell","312-0383","","","","","EA",1,"4144","",""
"","","","","","7/8/2011","Power Supplies and Batteries","Battery Dell D series 6 cell Primary (extra) D630",50,"Dell","310-9080","Dell","312-0383","","","","","EA",1,"4144","",""
"","","","","","9/1/2012","KVM Switching","KVM Switchbox 2 port USB/PS2/VGA/sound (includes cables)",92.5,"VLCM","F1DS102J","Belkin","F1DS102J",91,"Dell","A1660573","","EA",1,"4144","",""
"","","","","","6/28/2011","KVM Switching","KVM Switchbox 4 port USB/PS2/VGA/sound (includes cables)",118,"VLCM","F1DS104J","Belkin","F1DS104J",122.39,"Dell","A1660578","","EA",1,"4144","",""
"","","","","","6/28/2011","Headsets for webconference or dictation:","Headset microphone USB Jabra GN2000 ",73.78,"VLCM","20001-035","GN Netcom","GN 2000","","","","","EA",1,"4144","",""
"","","","","","6/28/2011","Headsets for webconference or dictation:","Headset microphone USB Cyber Acoustics AC 850",28.2,"VLCM","AC-850","Cyber Acoustics","AC-850",25.59,"Dell","A1141880","","EA",1,"4144","",""
"","","","","","6/28/2011","Headsets for webconference or dictation:","Microphone USB handheld - Phillips SpeechMike Pro push button",314.31,"VLCM","LFH-3205","Phillips","LFH-3205",341.69,"CDW","2241794","","EA",1,"4144","",""
"","","","","","11/1/2012","Headsets for webconference or dictation:","Headset Over the ear wireless CS50  USB ",131.52,"VLCM","CS50USB","plantronics","CS50-USB",185.31,"Dell","A3699099","","EA",1,"4144","","Replacement W440 Savi Convertible Dect 6.0"
"","","","","","11/1/2012","Headsets for webconference or dictation:","Headset convertible wireless DECT 6.0 Savi W440",155.58,"VLCM","83359-01","Plantronics","83359-01",170,"Dell","83359-01","","EA",1,"4144","",""
"","","","","","6/28/2011","Headsets for webconference or dictation:","Headset Microphone USB1 Talkpro optimized for speech recognition",69.89,"Softchoice","HY9809","VXI","203008",69.5,"VLCM","203008","","EA",1,"4144","",""
"","","","","","2/4/2011","Headsets for webconference or dictation:","Powermic II - see listing on the Software Sheet under Dragon or the Desktop Mic",482.61,"Softchoice","BQ9321","Dictaphone","0POWM2N-004","","","","","EA",1,"4144","",""
"","","","","","9/4/2012","Desktop Microphone","Microphone Desktop USB Mono Wired - Recommended for Dragon",18.27,"VLCM","980186-0403","Logitech","980186-0403","","","","","EA",1,"4144","",""
"","","","","","8/12/2012","Speaker Phone","Phone Speaker Plantronics Calisto P420",117.88,"VLCM","81402-02","plantronics","81402-02","","","","","EA",1,"4144","",""
"","","","","","6/28/2011","Input Devices:","Keyboard Dell USB keyboard small size",6.96,"Dell","331-2249","Dell","331-2249","","","","","EA",1,"4144","",""
"","","","","","6/28/2011","Input Devices:","Mouse Dell USB optical 2 button w/wheel ",4.78,"Dell","330-9456","Dell","330-9456","","","","","EA",1,"4144","",""
"","","","","","6/28/2011","Input Devices:","Mouse Laptop Logitech M505 wireless ",33.95,"VLCM","910-001321","Logitech","910-001321",29.98,"Dell","A3432935","","EA",1,"4144","",""
"","","","","","9/22/2011","Input Devices:","Mouse Logitech G400 8 button (for radiology)",42.43,"VLCM","910-002277","Logitech","910-002277","","","","","EA",1,"4144","",""
"","","","","","6/28/2011","Input Devices:","Mouse Logitech TrackMan M570 wireless (thumb trackball)",50.92,"VLCM","910-001799","Logitech","910-001799",49.43,"Dell","A4281237","","EA",1,"4144","",""
"","","","","","9/1/2012","Input Devices:","Mouse Logitech wireless USB M510 5 button ",33.95,"VLCM","910-001822","Logitech","910-001822",35.99,"Dell","A3881053","","EA",1,"4144","",""
"","","","","","9/1/2012","Input Devices:","Mouse Microsoft wireless Mobile 6000 USB 5 button",29.23,"VLCM","MHC-00001","Microsoft","MHC-00001",34.19,"Dell","A2852363","","EA",1,"4144","","Discontinued, replaced by MHC-00035"
"","","","","","9/1/2012","Input Devices:","Keyboard/mouse MS 800 USB wireless, normal - black",23.39,"VLCM","2LF-00001","Microsoft","2LF-00001",29.69,"Dell","A4639796","","EA",1,"4144","",""
"","","","","","1/18/2012","Input Devices:","Keyboard/mouse MS 3000  wireless, normal - black/silver",53.08,"VLCM","MFC-00001","Microsoft","MFC-00001",53.09,"Dell","A2854176","","EA",1,"4144","",""
"","","","","","6/28/2011","Input Devices:","Keyboard Adesso USB with touch pad mouse replacement",40.74,"VLCM","AKB-440UB","Adesso","AKB-440UB",44.99,"Dell","A3093030","","EA",1,"4144","",""
"","","","","","6/28/2011","Input Devices:","Keyboard MS Natural Ergonomic 4000 USB -  wired - Black",37.38,"VLCM","B2M-00012","Microsoft","B2M-00012",33.43,"Dell","A0524354","","EA",1,"4144","",""
"","","","","","8/15/2012","Input Devices:","Keyboard Comfort USB  (ergonomic- straight) black",17.99,"Dell","A2000426 ","kensington","64338B",17.14,"VLCM","64338b","","EA",1,"4144","",""
"","","","","","12/16/2011","Input Devices:","Keyboard/mouse MS  6000 wireless, ergonomic - black/silver",67.95,"Dell","A2052840","Microsoft","XSA-00001",74.34,"VLCM","XSA-00001","","EA",1,"4144","",""
"","","","","","9/1/2012","Input Devices:","Keyboard/mouse MS 7000 wireless, ergonomic USB",92.73,"VLCM","WTA-00001","Microsoft","WTA-00001",89.99,"Dell","A2690908","","EA",1,"4144","",""
"","","","","","10/20/2011","Input Devices:","Keyboard MS Sidewinder X4 backlit (for radiology)",42.61,"VLCM","JQD-00001","Microsoft","JQD-00001","","","","","EA",1,"4144","",""
"","","","","","11/17/2011","Input Devices:","Kensington pocket keypad USB (19 key)",24.36,"VLCM","K72274US","kensington","K72274US",25.7,"Dell","A5554784","","EA",1,"4144","",""
"","","","","","11/2/2011","Input Devices:","Kensington presentation mouse wireless",34.79,"Dell","A0966550","kensington","K33374",40.76,"VLCM","K33374","","EA",1,"4144","",""
"","","","","","6/28/2011","Input Devices:","Magtek USB Credit Card Scanner",47.48,"Dell","A1192529","Magtek","21040145",45.1,"VLCM","21040145","","EA",1,"4144","",""
"","","","","","2/8/2012","Lock","Laptop Snap-it notebook security kit (Datamation)",18.63,"Dell","A1277092 ","Datamation","DS-SNAP_IT-MK","","","","","EA",1,"4144","",""
"","","","","","2/8/2012","Lock","PC (desktop) Universal security Cable Kit (Datamation) glue on",21.83,"Dell","A1280622","Datamation","DS-6-SCK-D2-MX","","","","","EA",1,"4144","",""
"","","","","","","Lock","Cablesaver Kensington ",5.19,"Dell","A5539611","Kensington","A5539611","","","","","EA",1,"4144","","Quote #630396266 "
"","","","","","8/31/2012","Lock","Lock Laptop Keyed Click Safe",28.49,"Dell","A4265154","Dell","A4265154","","","","","EA",1,"4144","","Quote #630395764 - Can be used with PC (secure the tower, use the security cable directly attached to the slot on the tower)"
"","","","","","10/3/2012","Monitors, Displays, Touch Screens,  and Video Cards:","Monitor LCD Flat Panel 19"""""""""""""""" Square E190S (Approved for Clinical Engineering use only)",128.88,"Dell","E190SB3","Dell","F779N","","","","","EA",1,"4183","43211902","Quote #633243404"
"","","","","","7/8/2011","Monitors, Displays, Touch Screens,  and Video Cards:","Dell 19"""""""""""""""" LCD Flat Panel 1280 x 1024  Rectangle Screen (4x3 standard)",134.25,"Dell","P19133Y","Dell","DT0PH","","","","","EA",1,"4183","4321190200",""
"","","","","","7/8/2011","Monitors, Displays, Touch Screens,  and Video Cards:","NEC 19"""""""""""""""" LCD Multisync 1280x1024 specific for Imaging use",449.68,"VLCM","LCD1990SX-BK","NEC","LCD1990SX-BK","","","","","EA",1,"4183","",""
"","","","","","5/3/2012","Monitors, Displays, Touch Screens,  and Video Cards:","Lenovo 19"""""""""""""""" LCD Flat Panel 1280 x1024 (4x3 standard) (Quantity 10+ minumum)",164.67,"SoftChoice","BC7720","Lenovo","4431HE1",229.79,"VLCM","4431HE1","","EA",1,"4183","",""
"","","","","","9/24/2012","Monitors, Displays, Touch Screens,  and Video Cards:","Dell 22"""""""""""""""" Wide LCD Flat Panel w/height adj -1680 x 1050",161,"Dell","320-8103","Dell","P22103","","","","41001947","EA",1,"4183","43211900",""
"","","","","","9/24/2012","Monitors, Displays, Touch Screens,  and Video Cards:","Dell 22"""""""""""""""" Wide LCD Flat Panel w/height adj -1680 x 1050",161,"Dell","320-9704","Dell","FJ44J","","","","41001957","EA",1,"4183","43211900",""
"","","","","","8/15/2012","Monitors, Displays, Touch Screens,  and Video Cards:","Lenovo 22"""""""""""""""" Wide LCD monitor( Discontinued Looking for replacement)",162.08,"SoftChoice","EB1981","Lenovo","2572HD6",229.79,"VLCM","2572HD6","","EA",1,"4183","",""
"","","","","","11/9/2011","Monitors, Displays, Touch Screens,  and Video Cards:","NEC 40"""""""""""""""" LCD Flat Panel 1920x1080 ",1066.7,"VLCM","P402","NEC","P402",1079.99,"Dell","A5108074","","EA",1,"4183","",""
"","","","","","7/11/2011","Monitors, Displays, Touch Screens,  and Video Cards:","NEC 46"""""""""""""""" LCD Flat Panel 1920x1080 ",1595.99,"Dell","A2921964","NEC","P461",1484,"VLCM","P461","","EA",1,"4183","",""
"","","","","","7/11/2011","Monitors, Displays, Touch Screens,  and Video Cards:","NEC 55"""""""""""""""" LCD Flat Panel 1080p",2966,"VLCM","P551-AAVT","NEC","P551-AVT",2917.19,"Dell","A3958920","","EA",1,"4183","",""
"","","","","","7/11/2011","Monitors, Displays, Touch Screens,  and Video Cards:","NEC 70"""""""""""""""" LCD Flat Panel 1080p",10125.31,"VLCM","P701-AVT","NEC","P701-AVT",9415.99,"Dell","A3478495","","EA",1,"4183","",""
"","","","","","10/11/2012","Monitors, Displays, Touch Screens,  and Video Cards:","ELO - 17"""""""""""""""" 4x3 Resistive Touch screen",607.63,"VLCM","E287671","ELO","E287671",587.58,"Dell","A1322602","","EA",1,"4183","",""
"","","","","","7/11/2011","Monitors, Displays, Touch Screens,  and Video Cards:","ELO - 19"""""""""""""""" 4x3 Resistive Touch screen ",683.75,"VLCM","E686772","ELO","E686772",694.39,"Dell","A2549350","","EA",1,"4183","",""
"","","","","","11/9/2012","Monitors, Displays, Touch Screens,  and Video Cards:","Dual Monitor Video Card (GX280 & all later models/form factors) GEForce GT 520 1G (requires change of bracket and daisy chain to 2nd slot in SF)",50.79,"VLCM","VCGGT5201XPB","PNY","VCGGT5201XPB",49.49,"Dell","A5621971","","EA",1,"4144","","Discontinued - replaced by VCGGT5201XPB-CG"
"","","","","","11/9/2012","Monitors, Displays, Touch Screens,  and Video Cards:","Card Grapgics GF GT 520 1 GB DDR3 PCIe 2.0x16 low profile DVI, D-sub, HDMI - TC",60.84,"VLCM","VCGGT5201XPB-CG","PNY","VCGGT5201XPB-CG","","","","","EA",1,"4144","",""
"","","","","","","BladeCenter HS23 [1 of 14 slots]","HS23 E5-2609 - - 4 cores [1x4-cores] 2.4GHz E5-2609 16GB RAM, 2x146GB",1987,"IBM Direct","","","BQS4ZUS","","","","","","","","","*Must select 3-Year maintenance option"
"","","","","","","BladeCenter HS23 [1 of 14 slots]","HS23 E5-2620 - - 6 cores [1x6-cores] 2.0GHz E5-2620 16GB RAM, 2x146GB",2178,"IBM Direct","","","BQS50US","","","","","","","","",""
"","","","","","","BladeCenter HS23 [1 of 14 slots]","HS23 E5-2620 - - 8 cores [1x8-cores] 2.0GHz E5-2650 32GB RAM, 2x146GB",3561,"IBM Direct","","","BQS51US","","","","","","","","",""
"","","","","","","BladeCenter HS23 [1 of 14 slots]","3-Year Onsite Repair 24x7 4-hour Response",352,"IBM Direct","","","00A4374","","","","","","","","",""
"","","","","","","BladeCenter HS23 [1 of 14 slots]","Addl Intel Xeon Processor E5-2609 4C 2.4GHz 10MB Cache 1066MHz 80W",485,"IBM Direct","","","81Y9294","","","","","","","","",""
"","","","","","","BladeCenter HS23 [1 of 14 slots]","Addl Intel Xeon Processor E5-2620 6C 2.0GHz 15MB Cache 1333MHz 95W",665,"IBM Direct","","","81Y9295","","","","","","","","",""
"","","","","","","BladeCenter HS23 [1 of 14 slots]","Addl Intel Xeon Processor E5-2650 8C 2.0GHz 20MB Cache 1600MHz 95W",1775,"IBM Direct","","","81Y9298","","","","","","","","",""
"","","","","","","BladeCenter HS23 [1 of 14 slots]","4GB (1x4GB, 2Rx8, 1.5V) PC3-12800 CL11 ECC DDR3 1600MHz VLP RDIMM",73,"IBM Direct","","","90Y3148","","","","","","","","",""
"","","","","","","BladeCenter HS23 [1 of 14 slots]","8GB (1x8GB, 2Rx8, 1.5V) PC3-12800 CL11 ECC DDR3 1600MHz VLP RDIMM",141,"IBM Direct","","","00D4993","","","","","","","","",""
"","","","","","","BladeCenter HS23 [1 of 14 slots]","16GB (1x16GB, 2Rx4, 1.5V) PC3-12800 CL11 ECC DDR3 1600MHz VLP RDIMM",382,"IBM Direct","","","90Y3157","","","","","","","","",""
"","","","","","","BladeCenter HS23 [1 of 14 slots]","IBM 146GB 15K 6Gbps SAS 2.5"""""""""""""""" SFF Slim-HS HDD",214,"IBM Direct","","","42D0677","","","","","","","","",""
"","","","","","","BladeCenter HS23 [1 of 14 slots]","IBM 600GB 10K 6Gbps SAS 2.5"""""""""""""""" SFF Slim-HS HDD",310,"IBM Direct","","","49Y2003","","","","","","","","",""
"","","","","","","BladeCenter HS23 [1 of 14 slots]","2/4 Port Ethernet Expansion Card (CFFh) for IBM BladeCenter",196,"IBM Direct","","","44W4479","","","","","","","","",""
"","","","","","","BladeCenter HS23 [1 of 14 slots]","Qlogic 8Gb Fibre Channel Expansion Card (CIOv) for IBM BladeCenter",620,"IBM Direct","","","44X1945","","","","","","","","",""
"","","","","","8/1/2011","Workstation Carts","StyleView EMR LCD Cart, non-powered (CPU Mount)",1167,"VLCM","SV41-41021","Ergotron","SV41-41021",1252.73,"CDW","2157550","","EA",1,"4144","",""
"","","","","","8/1/2011","Workstation Carts","StyleView EMR LCD Cart, non-powered (Notebook Mount)",1083,"VLCM","SV41-41001","Ergotron","SV41-41001",1140.07,"CDW","2157544","","EA",1,"4144","",""
"","","","","","8/1/2011","Workstation Carts","StyleView Notebook Cart, non-powered w/ Med drawer(Notebook)",1416,"VLCM","SV31-80111","Ergotron","SV31-80111",1342.46,"CDW","2263968","","EA",1,"4144","",""
"","","","","","4/2/2012","Scanner Desktop","Roller replacement kit Canon DR-M140",51.6,"VCLM","5972B001","","",49.79,"CBS","","","EA",1,"4142","",""
"","","","","","11/4/2011","Scanner - Desktop  stand up","Scanner Canon DR-C125 25ppm 30 sheet feeder up to 1500 scans per day, stand up (Replacement for DR2010C)",430.68,"VCLM","5005B002","","",427.57,"CBS","","","EA",1,"4183","","Depot exchange for 1 year"
"","","","","","11/4/2011","Scanner - Desktop  stand up","Roller replacement kit Canon DR-C125",38.17,"VCLM","5484B001","","",37.89,"CBS","","","EA",1,"4142","",""
"","","","","","11/4/2011","Scanners - low volume (60 images per minute, 60 sheet feeder)","Scanner Canon DR-M160 60ppm 60 sheet feeder up to 7000 scans per day",935.18,"VLCM","5483B002","","",928.42,"CBS","","","EA",1,"4183","","Depot exchange for 1 year"
"","","","","","11/4/2011","Scanners - low volume (60 images per minute, 60 sheet feeder)","Roller replacement kit Canon DR-M160",49.73,"VLCM","5607B001","","",49.37,"CBS","","","EA",1,"4142","",""
"","","","","","10/20/2011","Scanners - Mid volume ","Canon DR6010C 60ppm 100 sheet feeder - up to 7500 cans per day",1999.99,"VLCM","3801B002","","",2116.18,"CBS","","","EA",1,"4183","","Depot exchange for 1 year"
"","","","","","10/20/2011","Scanners - Mid volume ","Canon roller kit for DR4010C & DR6010C",55.25,"VCLM","4082B0004","","","","","","","EA",1,"4142","",""
"","","","","","10/20/2011","Scanners - High volume ","Scanner Canon DR7550C  90 ppm 500 sheet feeder - up to 15000 scans per day",4391,"VCLM","3623B002","","",4416.32,"CBS","","","EA",1,"4183","","90 day on-site"
"","","","","","10/20/2011","Scanners - High volume ","Scanner Canon DR9050 112ppm 500 sheet feeder - up to 18000 scans per day",6224,"VCLM","3622B002","","",6456.51,"CBS","","","EA",1,"4183","","90 day on-site"
"","","","","","6/28/2011","Notebook Cases","Targus notebook case (Ultra-Lite traveler), top loading(D series, E series, T400) screens up to 14.1"""""""""""""""" ",57.56,"VLCM","CUCT02UA14","Targus","CUCT02UA14",65.6,"Dell","A1132517","","EA",1,"4144","43211619",""
"","","","","","6/28/2011","Notebook Cases","Targus notebook case (small), clamshell (D620/D630/E6410/E6420) screens up to 15.4"""""""""""""""" ",22.98,"VLCM","TVR300","Targus","TVR300",24,"Dell","A0730225","","EA",1,"4144","43211619",""
"","","","","","6/28/2011","Notebook Cases","Targus notebook case top loading up to 17"""""""""""""""" Screen",50.68,"VLCM","TXL417","Targus","TXL417",47.9,"Dell","A0176051","","EA",1,"4144","43211619",""
"","","","","","9/1/2012","Notebook Cases","Targus notebook backpack (black&platinum) screens up to 15.4-16""""""""""""""""",47.7,"VLCM","tsb212","Targus","tsb212",48.5,"Dell","A0439122","","EA",1,"4144","43211619",""
"","","","","","6/28/2011","Notebook Cases","Targus Matrix notebook backpback (Black) screens up to 15.4""""""""""""""""",49.75,"VLCM","RG0322","Targus","RG0322",53,"Dell","A0429239","","EA",1,"4144","43211619",""
"","","","","","7/13/2012","Notebook Cases","Case Notebook Carry/Roller  (Notebook Compatability 14.8 in x 2.8 in x 13.5 in )",62.36,"VLCM","OCN700","Targus","OCN700","","","","","EA",1,"4144","43211619",""
"","","","","","7/25/2012","Notebook Cases","Case Notebook Carry/Roller  (Notebook Compatability 16.5 in x 2.2 in x 12.9 in )",88.76,"VLCM","TXL717","Targus","TXL717","","","","","EA",1,"4144","43211619",""
"","","","","","6/28/2011","Notebook Cases","Targus notebook case (Ultra-Lite traveler), top loading(Lenovo T400)",39.58,"Softchoice","X93718","Targus","43R2476",37.64,"VLCM","43R2476","","EA",1,"4144","43211619",""
"","","","","","6/28/2011","Notebook Cases","Targus Lenovo black notebook backpack",50.91,"Softchoice","X93716","Targus","43R2482",45.32,"VLCM","43R2482","","EA",1,"4144","43211619",""
"","","","","","6/28/2011","Cables & communication cards:","3'''''''' Lan Cat 5e",0.78,"Dell","A0389571","Belkin","a31791-03",1.58,"VLCM","a3l791-03","","EA",1,"4144","",""
"","","","","","6/28/2011","Cables & communication cards:","5'''''''' Lan Cat 5e",2.2,"Dell","A0097148","Belkin","a31791-05",2,"VLCM","A3L791-05","","EA",1,"4144","",""
"","","","","","6/28/2011","Cables & communication cards:","7'''''''' Lan Cat 5e",1.53,"Dell","A0149730","Belkin","a31791-07",2.58,"VLCM","a3l791-07","","EA",1,"4144","",""
"","","","","","6/28/2011","Cables & communication cards:","14'''''''' Lan Cat 5e",2.31,"Dell","A0581916","Belkin","a31791-14",3.5,"VLCM","a3l791-14","","EA",1,"4144","",""
"","","","","","6/28/2011","Cables & communication cards:","25'''''''' Lan Cat 5e",5.15,"Dell","A0130438","Belkin","a31791-25",5.38,"VLCM","a3l791-25","","EA",1,"4144","",""
"","","","","","6/28/2011","Cables & communication cards:","50'''''''' Lan Cat 5e",9.09,"Dell","A0041764","Belkin","a31791-25",9.61,"VLCM","a3l791-50","","EA",1,"4144","",""
"","","","","","6/28/2011","Cables & communication cards:","USB a-b 10'''''''' device cable (printer)",4.16,"VLCM","f3u133-10","Belkin","f3u133-10",4.67,"Dell","A0106419","","EA",1,"4144","",""
"","","","","","6/28/2011","Cables & communication cards:","USB A  extension cable 10'''''''' M-F",4.66,"Dell","A0141290","Belkin","f3u134-10-cbl",5.67,"VLCM","f3u134-10-cbl","","EA",1,"4144","",""
"","","","","","6/28/2011","Cables & communication cards:","USB to serial adapter",15.7,"Dell","A0230672","Cables to GO","USB-RS-232",12.73,"VLCM","26886","","EA",1,"4144","",""
"","","","","","6/28/2011","Cables & communication cards:","USB to PS2 adapter, 2PS2 connectors",12,"Dell","A0618747","Belkin","F5U119VE1",12.89,"VLCM","f5u119ve1","","EA",1,"4144","",""
"","","","","","6/28/2011","Cables & communication cards:","Monitor extension VGA High Res. HD15M - HD15F 6''''''''",4.91,"Dell","A0386802","Belkin","f3h981-06",5.35,"VLCM","f3h981-06","","EA",1,"4144","",""
"","","","","","9/1/2012","Cables & communication cards:","Monitor cable DVI DVI-DM to DVI-DM 6''''''''",11.69,"Dell","A0385680","TrippLite","P561-006",9.06,"VLCM","p561-006","","EA",1,"4144","",""
"","","","","","9/8/2011","Cables & communication cards:","VGA + audio cable ? 6?",15.35,"VLCM","F3x-1982-06","Belkin","F3x-1982-06","","","","","EA",1,"4144","",""
"","","","","","9/8/2011","Cables & communication cards:","VGA + audio cable ? 10?",12.43,"VLCM","F3x-1982-10","Belkin","F3x-1982-10","","","","","EA",1,"4144","",""
"","","","","","9/8/2011","Cables & communication cards:","VGA + audio cable ? 15?",23.58,"VLCM","F3x-1982-15","Belkin","F3x-1982-15","","","","","EA",1,"4144","",""
"","","","","","9/8/2011","Cables & communication cards:","VGA + audio cable ? 25?",32.93,"VLCM","F3x-1982-25","Belkin","F3x-1982-25","","","","","EA",1,"4144","",""
"","","","","","9/8/2011","Cables & communication cards:","VGA + audio cable ? 50?",57.17,"VLCM","F3x-1982-50","Belkin","F3x-1982-50","","","","","EA",1,"4144","",""
"","","","","","9/5/2012","Cables & communication cards:","Cable Serial DB-9 DB-25 (F) x 2 - 6'''''''' (Silex Server)",4.9,"VLCM","02897","Cables to GO","02897","","","","","EA",1,"4144","","For Silex Server connection. Lab"
"","","","","","9/8/2011","Cables & communication cards:","Cable Cubby 600",455,"Marshal ","60-525-01","Extron","60-525-01","","","","","EA",1,"4144","",""
"","","","","","9/8/2011","Cables & communication cards:","Cable Cubby AC Power Module",123.5,"Marshal ","70-261-01","Extron","70-261-01","","","","","EA",1,"4144","",""
"","","","","","5/10/2012","Cables & communication cards:","Cable HDMI with 19-pin male and 19-pin male 6.6'''''''' black",4.92,"VLCM","40304","Cables to GO","40304","","","","","EA",1,"4144","",""
"","","","","","9/8/2011","Cables & communication cards:","Display distribution 1x2",269.48,"VLCM","VP200AK","Kramer","VP200AK","","","","","EA",1,"4144","",""
"","","","","","9/8/2011","Cables & communication cards:","Display Input switch 2x1 video,and audio",138.83,"VLCM","VP211K","Kramer","VP211K","","","","","EA",1,"4144","",""
"","","","","","9/8/2011","Cables & communication cards:","Display Input switch 4x1 video,and audio",445.36,"VLCM","VP411DS","Kramer","VP411DS","","","","","EA",1,"4144","",""
"","","","","","9/8/2011","Cables & communication cards:","Remote control repeater IR receiver/emmitter kit",220,"Marshal ","DL95K","Xantech ","DL95K","","","","","EA",1,"4144","",""
"","","","","","1/12/2012","Cables & communication cards:","Card Serial 4port RS232 PCI express for pharmacy RMS (4-DB9 on cable) includes LP bracket",80.24,"VLCM","PEX4S952","Startech","PEX4S952","","","","","EA",1,"4144","",""
"","","","","","9/5/2012","Serial Server:","Server Serial Ethernet Fast Ethernet RS-232 RS-422 RS-485 Silex",123.56,"VLCM","SX-500-0031","Silex Technology","SX-500-0031","","","","","EA",1,"4144","","For Lab"
